Transaction Date,Clearing Date,Description,Merchant,Category,Type,Amount (USD)
01/13/2021,01/15/2021,"IN N OUT BURGER 303 555 WILLIE STARGELL AVE ALAMEDA 94501 CA USA","In-N-Out Burger","Restaurants","Purchase","10.15"
01/13/2021,01/14/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","4.99"
01/13/2021,01/14/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","4.99"
01/13/2021,01/14/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","19.99"
01/13/2021,01/14/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","49.99"
01/13/2021,01/14/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","99.99"
01/14/2021,01/14/2021,"AMAZON SELLER REPAY 440 TERRY AVE N AMZN.COM/BILL98109 WA USA","Amazon","Other","Purchase","39.99"
01/12/2021,01/13/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","19.99"
01/11/2021,01/12/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","4.99"
01/11/2021,01/12/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","1.99"
01/11/2021,01/12/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","4.99"
01/11/2021,01/12/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","19.99"
01/11/2021,01/12/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","12.99"
01/11/2021,01/12/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","14.99"
01/10/2021,01/12/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 1111111111 95014 CA USA","Apple Services","Other","Purchase","19.99"
01/11/2021,01/12/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","19.99"
01/09/2021,01/09/2021,"SQ *SEOUL HOTDOG 2505 HEARST AVE. BERKELEY 94709 CA USA","Seoul Hotdog","Restaurants","Purchase","9.81"
01/09/2021,01/09/2021,"SQ *HUMPHRY SLOCOMBE I2335 BROADWAY OAKLAND 94612 CA USA","Humphry Slocombe","Restaurants","Purchase","19.98"
01/08/2021,01/08/2021,"ACH DEPOSIT INTERNET TRANSFER FROM ACCOUNT ENDING IN 3437","Ach Deposit Internet Transfer From Account Ending In 3437","Payment","Payment","-300.19"
01/07/2021,01/08/2021,"KOREANA PLAZA MARKET O2370 TELEGRAPH AVE OAKLAND 94612 CA USA","Koreana Plaza Market","Grocery","Purchase","31.47"
01/07/2021,01/08/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","19.99"
01/02/2021,01/08/2021,"AMZN MKTP US*7L9CQ1WL3440 TERRY AVE N AMZN.COM/BILL98109 WA USA","Amazon Marketplace","Other","Purchase","48.17"
01/07/2021,01/08/2021,"SQ *SEOUL HOTDOG 2505 HEARST AVE. BERKELEY 94709 CA USA","Seoul Hotdog","Restaurants","Purchase","9.26"
01/05/2021,01/07/2021,"AMZN MKTP US*O09ZU2BK3440 TERRY AVE N AMZN.COM/BILL98109 WA USA","Amazon Marketplace","Other","Purchase","16.70"
01/06/2021,01/06/2021,"AMAZON PRIME*SR10A29T3440 TERRY AVE N AMZN.COM/BILL98109 WA USA","Amazon Prime","Other","Purchase","64.61"
01/06/2021,01/06/2021,"SQ *HUMPHRY SLOCOMBE I2335 BROADWAY OAKLAND 94612 CA USA","Humphry Slocombe","Restaurants","Purchase","9.99"
01/06/2021,01/06/2021,"ACH DEPOSIT INTERNET TRANSFER FROM ACCOUNT ENDING IN 3437","Ach Deposit Internet Transfer From Account Ending In 3437","Payment","Payment","-755.99"
01/05/2021,01/06/2021,"AMAZON.COM*EW1971IB3 A440 TERRY AVE N AMZN.COM/BILL98109 WA USA","Amazon","Other","Purchase","1.62"
01/05/2021,01/05/2021,"MARSHALLS # 1094 5795 CHRISTIE AVE EMERYVILLE 94608 CA USA","Marshalls","Shopping","Purchase","15.33"
01/05/2021,01/05/2021,"KOREANA PLAZA MARKET O2370 TELEGRAPH AVE OAKLAND 94612 CA USA","Koreana Plaza Market","Grocery","Purchase","2.16"
01/05/2021,01/05/2021,"KOREANA PLAZA MARKET O2370 TELEGRAPH AVE OAKLAND 94612 CA USA","Koreana Plaza Market","Grocery","Purchase","55.28"
01/04/2021,01/05/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 1111111111 95014 CA USA","Apple Services","Other","Purchase","1.99"
01/04/2021,01/04/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","1.99"
01/04/2021,01/04/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","0.99"
01/01/2021,01/04/2021,"IN N OUT BURGER 303 555 WILLIE STARGELL AVE ALAMEDA 94501 CA USA","In-N-Out Burger","Restaurants","Purchase","10.15"
01/03/2021,01/04/2021,"AMAZON WEB SERVICES 440 TERRY AVE N AWS.AMAZON.CO98109 WA USA","Amazon Web Services","Other","Purchase","20.72"
01/02/2021,01/04/2021,"AMAZON.COM*HJ1TS1VN3 440 TERRY AVE N AMZN.COM/BILL98109 WA USA","Amazon","Grocery","Purchase","37.54"
01/01/2021,01/02/2021,"APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Apple Services","Other","Purchase","9.99"
01/01/2021,01/02/2021,"CVS/PHARMACY #09128 2314 SANTA CLARA AVE ALAMEDA 94501 CA USA","CVS Pharmacy","Other","Purchase","7.67"
01/01/2021,01/02/2021,"DOLLAR TREE 2317 BLANDING AVE # A #A ALAMEDA 94501 CA USA","Dollar Tree","Other","Purchase","14.47"
01/02/2021,01/02/2021,"SOUNDCLOUD INC 510 TREAT AVE SAN FRANCISCO94110 CA USA","Soundcloud","Utilities","Purchase","4.99"
12/31/2020,01/02/2021,"AMAZON.COM*1R7M679F3 440 TERRY AVE N AMZN.COM/BILL98109 WA USA","Amazon","Other","Purchase","215.90"
12/30/2020,01/02/2021,"EXTRA SPACE 1370 2201 CLEMENT AVENUE ALAMEDA 94501 CA USA","Extra Space Storage","Other","Purchase","55.20"
01/01/2021,01/01/2021,"ACH DEPOSIT INTERNET TRANSFER FROM ACCOUNT ENDING IN 3437","Ach Deposit Internet Transfer From Account Ending In 3437","Payment","Payment","-792.36"
